﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:01ydSfmiam73NMeylQCoxO","Callin' Me When I'm Lonely","Sheryl Crow","Feels Like Home","1","5","204560","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:6BstspHAG1DuMebrQJWPJY","Chainsaw","The Band Perry","Pioneer","1","9","227840","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:1D6pK8cbDzhikCC2yoSVbL","Clockwork","Easton Corbin","Clockwork","1","1","188520","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:2uj7b7Kcai6vMm5OhoF4Am","Cold Beer With Your Name On It","Josh Thompson","Cold Beer With Your Name On It","1","1","201466","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:1ffMmNQ42w7dIwyCDTKySb","Cold One","Eric Church","The Outsiders","1","3","205226","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:5vCgOg9VqRaAUbnflCO6P3","Cop Car","Keith Urban","Fuse (Deluxe Edition)","1","3","256746","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:2Hx66vdWgA4DE0yqqktQiT","Drinking Class","Lee Brice","Drinking Class","1","1","207346","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:799mKKcXcpcJcbBZzrnyAp","Drunk Americans","Toby Keith","Drunk Americans","1","1","200626","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:5J6IvCB3hhdBVFfKI75fjp","Dust","Eli Young Band","10,000 Towns","1","3","198933","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:0ABHhxQTaluB94ohp2RLSr","Feelin’ It","Scotty McCreery","See You Tonight","1","4","198226","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:765EQ9Nm6dbYMuYF51QfMa","Freestyle","Lady Antebellum","747 (Deluxe)","1","4","184293","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:42sVZouv8YguyYFsrexU69","Gentle On My Mind","The Band Perry","Glen Campbell I'll Be Me Soundtrack EP","1","2","189253","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:5y1ojCNp0g9IU7tmsrXPQk","God Made Girls","RaeLynn","God Made Girls","1","1","216253","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:7pEjMcUwSQ8E6dzi3AiWHu","Hard to Be Cool","Joe Nichols","Crickets","1","2","185600","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:1gHSBPekN3PzARL8q2fxhS","Home Sweet Home","Justin Moore, Vince Neil","Home Sweet Home","1","1","232373","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:5mv0E9VfdpuwNX4fMznxjs","Homegrown Honey","Darius Rucker","Homegrown Honey","1","1","205146","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:4Fpq4QkR06QRDkujBUk0JY","I Got A Car","George Strait","Love Is Everything","1","1","272266","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:3Z3D2hnbZnveVhTuOifJyt","I See You","Luke Bryan","Crash My Party","1","7","185986","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:4wrjIq1lskP8tZuQBEdcux","I Wish I Could Break Your Heart","Cassadee Pope","Frame By Frame","1","4","220413","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:1UJruYgld5jZrvxUFW3ixA","Invisible","Hunter Hayes","Invisible","1","1","276400","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:3GjrA05cw03foxmroEQw08","It Ain't The Whiskey","Gary Allan","Set You Free","1","4","259773","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:2fG23IIy7rYN8eMNbAHcS2","Keep It To Yourself","Kacey Musgraves","Same Trailer Different Park","1","9","196040","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:2TeORj4BNbqRuI5f4yoOsZ","Keep Them Kisses Comin'","Craig Campbell","Outta My Head","1","4","159826","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:6VRA3GzddUG3okSUjdzgYo","Kiss You Tonight","David Nail","I'm A Fire","1","6","230293","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:3ltxr5lruFL5XWi4glt1H0","Later On","The Swon Brothers","Later On","1","1","219906","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:3AYUY4avB7L8dZtNNmzZi8","Lay Low","Josh Turner","Lay Low","1","1","261613","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:6FS45yY6JKwMvAqN6vJD50","Like a Cowboy","Randy Houser","How Country Feels","1","8","261186","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:2j79NtwxoWDmkiH4MGwdLq","Lonely Eyes","Chris Young","A.M.","1","3","217413","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:1zbcFS5hS92oXNL3UZDfY0","Lonely Tonight (feat. Ashley Monroe)","Blake Shelton, Ashley Monroe","BRINGING BACK THE SUNSHINE","1","3","218040","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:4tK5L8FD5Gl1dSwhzXuU6K","Lookin' For That Girl","Tim McGraw","Lookin' For That Girl","1","1","261346","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:0KyohJ1pXzL1EiApRpNz57","Love","Jana Kramer","Love","1","1","204880","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:4pYnJe4q6HXZ3XZj80irbY","Love Me Like You Mean It","Kelsea Ballerini","Kelsea Ballerini","1","1","199276","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:3X33opT0KHbkadEKmBPyPD","Make Me Wanna","Thomas Rhett","Thomas Rhett EP","1","5","227106","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:5FVuERsYqtKKAaWe62NBnv","Mean To Me","Brett Eldredge","Bring You Back","1","9","228906","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:7miPrGyudA7iuKcPyGKubZ","Night That You'll Never Forget","Love and Theft","Night That You'll Never Forget","1","1","217533","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:59tG0RUCwkbLQtJCf8xJkq","Payback","Rascal Flatts","Rewind","1","1","180800","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:7ufYwASHsQiC6U0eurIjat","Perfect Storm","Brad Paisley","Perfect Storm","1","1","234840","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:6OhRDzfRJovNPmgrKq0Hdw","Rum","Brothers Osborne","Rum","1","1","207440","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:2sE61ZmvYH8wiOx5jygkHH","Say You Do","Dierks Bentley","RISER","1","2","219360","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:1B17jo7XD3lJ9AtrdE9kUd","She Don't Love You","Eric Paslay","Eric Paslay","1","9","262053","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:3LbvNFkqDTrE1liGMmZBDL","Shotgun Rider","Tim McGraw","Sundown Heaven Town","1","3","235386","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:6jwEaYcBMil5kYR35BCMZT","Show You Off","Dan + Shay","Show You Off","1","1","183280","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:6ZtEcgXSSSjiaAseQSuYTG","Slip On By","Austin Webb","Slip On By","1","1","230413","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:0oUEOkj6Ob6oBIU93bfDOp","Slow Me Down","Sara Evans","Slow Me Down","1","1","197920","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:09P8GckWqfjjmolRYhjJHH","Sober","Little Big Town","Tornado","1","3","195306","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:4r23g3XYLDoNTwgTodatzT","Something in the Water","Carrie Underwood","Something in the Water","1","1","237093","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:5BNgkhr9nadjc1cJGpeJAs","Song About A Girl","Eric Paslay","Eric Paslay","1","10","224960","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:4IjGEOOCVNCYHKJDXnAMZQ","Sun Daze","Florida Georgia Line","Sun Daze","1","1","184933","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:47NeBv1KKFoxj9SUwxJjw1","Take It On Back","Chase Bryant","Take It On Back","1","1","244453","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:1gMtf9UCspFrdNzlpj4QLT","Take the Keys","Leah Turner","Take the Keys","1","1","224573","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:6DEaND0SHv3sC11xobZLiy","Take Your Time","Sam Hunt","Montevallo","1","1","243706","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:1TKlBK9cSrM5u4CiL4SETS","Talladega","Eric Church","The Outsiders","1","5","262280","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:0Rm6GWdapFsg4Z6r2Ae3s8","Tattoo","Hunter Hayes","Storyline","1","4","196733","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:3FK9kGJEnA2ScQ5UbeZBPO","The Heart Of Dixie","Danielle Bradbery","The Heart Of Dixie","1","1","210040","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:4FtNpzmVFGzUXDn0LeRKtv","The Mona Lisa","Brad Paisley","Wheelhouse","1","13","234120","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:3L7UaegEhQ856laHyoBULv","The South","The Cadillac Three, Florida Georgia Line, Dierks Bentley, Mike Eli","The South","1","1","278253","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:1Lh8n5owE0h0hgqWfqtvuD","Til It's Gone","Kenny Chesney","The Big Revival","1","3","250533","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:0qMbu4sRRLJgrl5i0rk3Z5","Tonight Tonight (Best Night of Our Lives)","John King","Tonight Tonight (Best Night of Our Lives)","1","1","206533","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:0XfOwMmrMBs0OTkkjA6isw","Trailer Hitch","Kristian Bush","Trailer Hitch","1","1","170932","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:5F3z2yoiS6xPSyn5dlTXED","Wake Up Lovin' You","Craig Morgan","Wake Up Lovin' You","1","1","198400","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:5NWO2ymGu7SSBsGlAURO0y","Want Me Too","Charlie Worsham","Rubberband","1","2","218026","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:1hc31O4qhv2tnSnW1290KC","What I Can't Put Down","Jon Pardi","Write You A Song","1","1","203373","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:3obQ7Qx6YZt8r1KvTv7uk3","What We Ain't Got","Jake Owen","Days of Gold","1","9","218786","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:09hwHbiB7ypx4qXNjFzH4P","Wild In Your Smile","Dustin Lynch","Dustin Lynch","1","4","180146","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:1jU8PY3PkrH9CyySlwjb3F","Young Love","Kip Moore","Young Love","1","1","281080","spotify:user:sjwheat","2015-03-11T13:31:20Z"
"spotify:track:11qh54D0PKkBwelpDxxiEU","Girl Crush","Little Big Town","Pain Killer","1","5","193320","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:1TwLKNsCnhi1HxbIi4bAW0","House Party","Sam Hunt","Montevallo","1","3","190240","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:4LaKcWRqoZKnN626xheqM2","Kick The Dust Up","Luke Bryan","Kick The Dust Up","1","1","192906","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:7IAWwCJwJyDze679B3bSGP","Crash And Burn","Thomas Rhett","Crash And Burn","1","1","192719","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:0p1HtkrNYxv0iDfEKwXSTp","Sangria","Blake Shelton","BRINGING BACK THE SUNSHINE","1","6","233480","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:5gnV9rhNQlb6nqFiwQgKVf","Homegrown","Zac Brown Band","Homegrown","1","1","205720","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:6y35xDJFzpy1FIa6qCMA59","Buy Me A Boat","Chris Janson","Buy Me A Boat","1","1","179077","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:1MLiJQozVUdCCNudp1cDbn","John Cougar, John Deere, John 3:16","Keith Urban","John Cougar, John Deere, John 3:16","1","1","221599","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:6hr4weuSidHy2LNMw8UVJ2","Like A Wrecking Ball","Eric Church","The Outsiders","1","7","198906","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:3E0u4F2fGLhFE2vMAvntpa","Break up with Him","Old Dominion","Old Dominion","1","2","201971","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:3PqpjQPv4ciXBsPBT6rRtm","Strip It Down","Luke Bryan","Kill The Lights","1","3","241666","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:57EH1IvuQYjfvUQOGTypd4","I'm Comin' Over","Chris Young","I'm Comin' Over","1","1","197306","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:0dwudL6pM7zLO7MSUxMUYd","Lose My Mind","Brett Eldredge","Lose My Mind","1","1","155440","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:69XcvSymPaTke2Qb6f3W6P","Loving You Easy","Zac Brown Band","JEKYLL + HYDE","1","2","155653","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:1OtiKlQ3EALplQWw2LF7Xn","Love You Like That","Canaan Smith","Love You Like That","1","1","205840","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:1EPmjXdSdJgP08mrrmnw7h","Burning House","Cam","Welcome to Cam Country - EP","1","2","232640","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:3hdIglZzRAvK3sTXNoj1h1","Smoke","A Thousand Horses","Smoke","1","1","221360","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:0H9Q7Vzu8nYRDBZYKbtU8d","Sippin’ On Fire","Florida Georgia Line","Anything Goes","1","6","193640","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:4lnnde7PnrXR3pUzQKBe6X","Little Toy Guns","Carrie Underwood","Greatest Hits: Decade #1","1","2","210760","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:3y1t2sEahs8idFz2tiYNPO","Let Me See Ya Girl","Cole Swindell","Cole Swindell","1","5","187586","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:6wfTb2he5ANMQSFnlamnyi","Save It for a Rainy Day","Kenny Chesney","The Big Revival","1","9","182213","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:6TwhBJgvrPrdNe57lYVV55","Kiss You In The Morning","Michael Ray","Kiss You In The Morning","1","1","181400","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:0n96wSHG9FXAuLVoaG9Jjd","One Hell Of An Amen","Brantley Gilbert","Just As I Am","1","8","221466","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:4W38RXuQNuoTSwVsQA1OGC","Nothin' Like You","Dan + Shay","Where It All Began","1","7","186253","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:30wEpY339lJXMEP7gDTypY","Hell Of A Night","Dustin Lynch","Where It's At","1","1","190426","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:1uKbUXl4F8WfecP9ihr5Lm","Don't It","Billy Currington","Don't It","1","1","190920","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:46ZfPS5VpSQVU5gb82hg3K","Anything Goes","Florida Georgia Line","Anything Goes","1","1","218866","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:2jKhBcauuq71udyZoEKa3B","Fly","Maddie & Tae","Maddie & Tae","1","3","217280","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:3BK4K9BF6PGnfy023v3qe2","Young & Crazy","Frankie Ballard","Sunshine & Whiskey","1","1","180346","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:6iQ7mdiae1rTFxSb4Nwf3j","Diamond Rings And Old Barstools","Tim McGraw, Catherine Dunn","Diamond Rings And Old Barstools","1","1","197226","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:6VZCuvHwk3xmjwgKga0bNi","I Got The Boy","Jana Kramer","I Got The Boy","1","1","201013","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:0JCjhCdqvVQ8am5x689TL0","Gonna Wanna Tonight","Chase Rice","Ignite the Night","1","8","213735","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:3yMVUGqVK5iTTkA8kGChH2","Crushin' It","Brad Paisley","Moonshine in the Trunk","1","1","220146","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:3uxVUNjF2jtt9zqgJCp9Zh","Smoke Break","Carrie Underwood","Smoke Break","1","1","201080","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:6rqxivjFHp8K0yMiefG56g","Stay A Little Longer","Brothers Osborne","Stay A Little Longer","1","1","335266","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:3YimpODfNhxj3rN81v4WvE","Raise 'Em Up","Keith Urban, Eric Church","Fuse (Deluxe Edition)","1","12","184946","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:050iNgNKEUrJboOnH4Jhm6","Wild Child (with Grace Potter)","Kenny Chesney, Grace Potter","The Big Revival","1","5","189800","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:5NUvj4WX2tAQGxOF4CWJ7I","Real Life","Jake Owen","Real Life","1","1","169826","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:1Qkb3uskfqEDkZPgyEVPYd","Die A Happy Man","Thomas Rhett","Die A Happy Man","1","1","227426","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:4sl4UWqzHSG7riBKdralwy","Little Red Wagon","Miranda Lambert","Platinum","1","3","204386","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:57gS5wJqIH6sbtBIIiioNY","Gonna","Blake Shelton","BRINGING BACK THE SUNSHINE","1","4","182946","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:7aftSOGSOpSoIlVAQVBb71","Break Up In A Small Town","Sam Hunt","Montevallo","1","4","229880","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:1Oe4iHSl5mLQ0YHnzQ4eRA","I'm To Blame","Kip Moore","I'm To Blame","1","1","136280","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:4amvcCLMlTiU6mQfwFGRl8","21","Hunter Hayes","21","1","1","194480","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:57SvK3tVLtYTk076o9qwAV","Already Callin' You Mine","Parmalee","Feels Like Carolina","1","10","184386","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:6WTFRjOG3nS94P8wfm4ANH","Games","Luke Bryan","Games","1","1","176293","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:6CsHqXRZ9l2ZkW2cPCTwYR","Top Of The World","Tim McGraw","Top Of The World","1","1","236906","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:1kneRrMfS08JwuqKwnX4fl","I Love This Life","LOCASH","I Love This Life","1","1","208866","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:6FWrlXo99QRmPtOeUSWDjv","Dibs","Kelsea Ballerini","The First Time","1","9","183946","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:4RaVIesdyMAwlP7QLwtGhe","Riot","Rascal Flatts","Rewind","1","6","229426","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:6QlmzxCyQGBnp3C2CoaNB3","Long Stretch Of Love","Lady Antebellum","747","1","1","171746","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:2gCKzFcx0JB5WdK0MPbg8I","Going Out Like That","Reba McEntire","Going Out Like That","1","1","224426","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:4Si4sumzW5G0n9vRsGLC2X","Run Away With You","Big & Rich","Gravity","1","6","224960","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:4kYlMWhSOvrg4U6c0RqgEP","We Went","Randy Houser","We Went","1","1","181986","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:3fqwjXwUGN6vbzIwvyFMhx","Tennessee Whiskey","Chris Stapleton","Traveller","1","3","293293","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:4vHVfwVi2CEc4r7P1Pr9iu","Biscuits","Kacey Musgraves","Pageant Material","1","6","196519","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:0HccAcPMNevr8ERJCWlFk3","Riser","Dierks Bentley","RISER","1","8","250000","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:2l1fWY1albInvAG9t8WP2p","That Don't Sound Like You","Lee Brice","I Don't Dance (Deluxe Edition)","1","7","210573","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:5TMN7wN8Knzt7FYwF2TiFE","Freestyle","Lady Antebellum","747","1","4","184293","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:6mUR3hNAhMFPnOLeSYz1SL","Trouble","Gloriana","Trouble","1","1","190653","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:2IDZZPDo5t7E5PE8Gv2I28","Ride (feat. Macy Maloy)","Chase Rice","Ignite the Night (Party Edition)","1","18","241240","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:4yL5WpJZmoxAV4udhE55VY","Country Nation","Brad Paisley","Moonshine in the Trunk","1","14","225413","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:1PqrxRjgw36xNho9yVQBEJ","Love Is Your Name","Steven Tyler","Love Is Your Name","1","1","210426","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:0vcfOQOvTCv8ckiRs8Xc1Z","Beautiful Drug","Zac Brown Band","JEKYLL + HYDE","1","1","191600","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:79dlQxvdsCDApoM8XChkpy","Mr. Misunderstood","Eric Church","Mr. Misunderstood","1","1","319240","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:2sVkHiBqHxyj8rFGu42zv2","Backroad Song","Granger Smith","4x4","1","1","236624","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:2070Tp3jRs1nwmikIvrXo4","Home Alone Tonight","Luke Bryan, Karen Fairchild","Kill The Lights","1","4","190800","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:3W5GXbS3ugsYjx1X0xBNbL","Break On Me","Keith Urban","Break On Me","1","1","209253","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:6TCqLJKHUO6OgFN1QOMs2W","9 To 5 - The Voice Performance","Emily Ann Roberts","The Complete Season 9 Collection (The Voice Performance)","1","8","222933","spotify:user:sjwheat","2016-01-02T22:35:08Z"
"spotify:track:5kNe7PE09d6Kvw5pAsx23n","Die A Happy Man","Thomas Rhett","Tangled Up","1","4","227426","spotify:user:sjwheat","2017-05-14T23:44:17Z"
"spotify:track:7I5fYc4qKJddht8Ozhqqdx","Snapback","Old Dominion","Meat and Candy","1","1","206506","spotify:user:sjwheat","2017-05-14T23:44:17Z"
"spotify:track:6zDaopn1sO8WUDTNdV8EdT","Somewhere On A Beach","Dierks Bentley","Somewhere On A Beach","1","1","199893","spotify:user:sjwheat","2017-05-14T23:44:17Z"
"spotify:track:5S5rw0WLVCAux5B5bWCehK","I Like The Sound Of That","Rascal Flatts","Rewind","1","8","209280","spotify:user:sjwheat","2017-05-14T23:44:17Z"
"spotify:track:1R9FxlRkvKtt36dtTHs93X","Head Over Boots","Jon Pardi","Head Over Boots","1","1","205120","spotify:user:sjwheat","2017-05-14T23:44:17Z"
"spotify:track:1N0j6Gw5lmfI7kipAgYcma","Mind Reader","Dustin Lynch","Where It's At","1","6","185413","spotify:user:sjwheat","2017-05-14T23:44:17Z"
"spotify:track:1zWZvrk13cL8Sl3VLeG57F","T-Shirt","Thomas Rhett","Tangled Up","1","7","227693","spotify:user:sjwheat","2017-05-14T23:44:17Z"
"spotify:track:6W9W8dSswA8KNegvl3W97V","Think of You","Chris Young, Cassadee Pope","I'm Comin' Over","1","3","218946","spotify:user:sjwheat","2017-05-14T23:44:17Z"
"spotify:track:6IFPfV8PNSYOmufzQ95hmm","Confession","Florida Georgia Line","Anything Goes","1","10","190640","spotify:user:sjwheat","2017-05-14T23:44:17Z"
"spotify:track:0IGMI8uzDaLhRVkRjIDYZ7","Fix","Chris Lane","Fix","1","1","189186","spotify:user:sjwheat","2017-05-14T23:44:17Z"
"spotify:track:0CWzFphELlYg85VrrPTnn6","You Look Like I Need A Drink","Justin Moore","You Look Like I Need A Drink","1","1","189253","spotify:user:sjwheat","2017-05-14T23:44:17Z"
"spotify:track:1lNVii0jj5Sa1leKSYWMNl","Little Bit of You","Chase Bryant","Chase Bryant","1","2","186240","spotify:user:sjwheat","2017-05-14T23:44:17Z"
"spotify:track:5jc9qLH1djdgTj0oVwhpk6","You Should Be Here","Cole Swindell","You Should Be Here","1","1","190173","spotify:user:sjwheat","2017-05-14T23:44:17Z"
"spotify:track:5fSPbm5lcwtqwXkeQQswW8","Record Year","Eric Church","Mr. Misunderstood","1","9","179346","spotify:user:sjwheat","2017-05-14T23:44:17Z"
"spotify:track:3eGH1kOyOjq19khdfYg5R7","American Country Love Song","Jake Owen","American Country Love Song","1","1","200640","spotify:user:sjwheat","2017-05-14T23:44:17Z"
"spotify:track:5aPGxR67OwJmu1eEsErW5e","Lights Come On","Jason Aldean","They Don't Know","1","1","194506","spotify:user:sjwheat","2017-05-14T23:44:17Z"
"spotify:track:5BIwPoVMFnFIr8RzJunRvf","Wasted Time","Keith Urban","Wasted Time","1","1","233813","spotify:user:sjwheat","2017-05-14T23:44:17Z"
"spotify:track:0xwPzLmBAYro8BUz7MrtAo","Make You Miss Me","Sam Hunt","Montevallo","1","7","225693","spotify:user:sjwheat","2017-05-14T23:44:17Z"
"spotify:track:1jNNHFZmRGXZFHlil5uhei","Drunk On Your Love","Brett Eldredge","Illinois","1","9","173960","spotify:user:sjwheat","2017-05-14T23:44:17Z"
"spotify:track:3Rkk851fZjIsglV2jbBPDd","Humble And Kind","Tim McGraw","Humble And Kind","1","1","257360","spotify:user:sjwheat","2017-05-14T23:44:17Z"
"spotify:track:2wqXQjOmQ9KoBm9Ssgt4Fo","Peter Pan","Kelsea Ballerini","The First Time","1","2","200040","spotify:user:sjwheat","2017-05-14T23:44:17Z"
"spotify:track:67citk3uzWs5qbaIVKTeg8","Church Bells","Carrie Underwood","Storyteller","1","3","193333","spotify:user:sjwheat","2017-05-14T23:44:17Z"
