ï»¿ï»¿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
spotify:track:3EPkxw98W1dCrN5czQw6dM,Check Yes Juliet,We The Kings,We the Kings,1,3,220146,spotify:user:androike90,2016-09-12T14:56:46Z
spotify:track:74VgDsDj0Bzt1c61sVI90e,Latch - DJ Premier Remix,"Disclosure, Sam Smith, DJ Premier",Settle (Special Edition),1,28,206608,spotify:user:androike90,2016-09-12T14:56:46Z
spotify:track:6DakQggSMo6805HDvK4ZPq,Danza Kuduro,"Don Omar, Lucenzo",Fast and Furious 5 - Rio Heist OST,1,10,198386,spotify:user:androike90,2016-09-12T14:56:46Z
spotify:track:4fTHdMTq0Znl3djLI1Typn,Cheerleader (Felix Jaehn Remix) - Radio Edit,"OMI, Felix Jaehn",Cheerleader (Felix Jaehn Remix Radio Edit),1,1,180021,spotify:user:androike90,2016-09-12T14:56:46Z
spotify:track:4jdMig7dESKQXAX5knDyVW,What Are You Waiting For?,Nickelback,What Are You Waiting For?,1,1,220026,spotify:user:androike90,2016-09-12T14:56:46Z
spotify:track:5a8aQRGqdXHCoBqmbXIot0,Divine Sorrow (feat. Avicii),"Wyclef Jean, Avicii",Divine Sorrow (feat. Avicii),1,1,278715,spotify:user:androike90,2016-09-12T14:56:46Z
spotify:track:4qdjPZnbcBhvEscjPXjRN2,Rhythm Of Love,Plain White T's,Rhythm Of Love,1,1,201866,spotify:user:androike90,2016-09-12T14:56:46Z
spotify:track:5MVkWRKMBO3r05oihuNbzM,Warriors,Imagine Dragons,Warriors,1,1,170066,spotify:user:androike90,2016-09-12T14:56:46Z
spotify:track:0mlf3yOGzVnIVxjybDQL3h,Make It Bun Dem,"Skrillex, Damian Marley",Make It Bun Dem After Hours EP,1,1,213696,spotify:user:androike90,2016-09-12T14:56:46Z
spotify:track:1fogjd9JJJSmZ4XQUZjYNs,Good To Be Alive,Skillet,Rise,1,3,299960,spotify:user:androike90,2016-09-12T14:56:46Z
spotify:track:3yaTrWIRsZFdts7KpHrGOF,Not Gonna Die,Skillet,Rise,1,4,225280,spotify:user:androike90,2016-09-12T14:56:46Z
spotify:track:184kgoWfmOnbRu8JJMQHMG,Salvation,Skillet,Rise,1,8,225400,spotify:user:androike90,2016-09-12T14:56:46Z
spotify:track:0Uc8OnF9BIXgGJqfLZekyk,Fire And Fury,Skillet,Rise,1,9,236480,spotify:user:androike90,2016-09-12T14:56:46Z
spotify:track:16SytZztRqKXcBuxA4aCKa,Rise,Skillet,Rise,1,1,260786,spotify:user:androike90,2016-09-12T14:56:46Z
spotify:track:0iWKdGODRV1sQiB7p2hurB,Freakshow - Bonus Track,Skillet,Rise (Deluxe),1,15,278800,spotify:user:androike90,2016-09-12T14:56:46Z
spotify:track:1rHSevD1PWSnLvhckJIVsx,Battle Cry - Bonus Track,Skillet,Rise (Deluxe),1,13,225786,spotify:user:androike90,2016-09-12T14:56:46Z
spotify:track:3zYqHQ4tu4pB2acp9Lltnz,UFO,Vigiland,UFO,1,1,144389,spotify:user:androike90,2016-09-12T14:56:46Z
spotify:track:1qx8bj4quT6XuP5P9Eu12Z,I Want You To Know,"Zedd, Selena Gomez",I Want You To Know,1,1,238800,spotify:user:androike90,2016-09-12T14:56:46Z
spotify:track:4X5V6tQkV34qM455LIDvTx,All The Things She Said,t.A.T.u.,About Time,1,13,215773,spotify:user:androike90,2016-09-12T14:56:46Z
spotify:track:7j31rVgGX9Q2blT92VBEA0,Teenagers,My Chemical Romance,The Black Parade (Explicit Version),1,11,161920,spotify:user:androike90,2016-09-12T14:56:46Z
spotify:track:2d6m2F4I7wCuAKtSsdhh83,Famous Last Words,My Chemical Romance,The Black Parade (Explicit Version),1,13,299226,spotify:user:androike90,2016-09-12T14:56:46Z
spotify:track:2Wf0uMfCpwLO1B2Up3NbXH,Don't Worry,"Madcon, Ray Dalton",Don't Worry,1,1,214789,spotify:user:androike90,2016-09-12T14:56:46Z
spotify:track:477daPpd3DnneaHhvjM35l,Are You With Me - Radio Edit,Lost Frequencies,Are You With Me,1,1,138842,spotify:user:androike90,2016-09-12T14:56:46Z
spotify:track:2DIN6QS6EIeU0Rvu62vw1z,Hate Everyone,Say Anything,Say Anything,1,2,193600,spotify:user:androike90,2016-09-12T14:56:46Z
spotify:track:6D5pfooPP6hi99RaXjkDsP,Summertime Sadness [Lana Del Rey vs. Cedric Gervais] - Cedric Gervais Remix,"Lana Del Rey, Cedric Gervais",Summertime Sadness [Lana Del Rey vs. Cedric Gervais] (Cedric Gervais Remix),1,1,214912,spotify:user:androike90,2016-09-12T14:56:46Z
spotify:track:3FS2e59gXFXrcg7sN2mL5z,Shots & Squats,"Vigiland, Tham Sway",Shots & Squats,1,1,171799,spotify:user:androike90,2016-09-12T14:56:46Z
spotify:track:0z8yrlXSjnI29Rv30RssNI,Shots - Broiler Remix,"Imagine Dragons, Broiler",Smoke + Mirrors (Deluxe),1,19,190999,spotify:user:androike90,2016-09-12T14:56:46Z
spotify:track:16fzReMJmcLlBccnZCTZNS,Every Breath You Take,The Police,The Very Best Of Sting And The Police,1,4,251346,spotify:user:androike90,2016-09-12T14:56:46Z
spotify:track:52JyHLUiugFECIYBWM2qdh,No Love,"Eminem, Lil Wayne",Recovery,1,9,299506,spotify:user:androike90,2016-09-12T14:56:46Z
spotify:track:0RchWnEHETINMAyrTrlBmo,Bleeding Out,Imagine Dragons,Night Visions (Deluxe),1,9,221053,spotify:user:androike90,2016-09-12T14:56:46Z
spotify:track:6r8il6QJeBaNWV4kSAWV2t,Million Questions,Patrick JÃ¸rgensen,Million Questions,1,1,236221,spotify:user:androike90,2016-09-12T14:56:46Z
spotify:track:6lDo13SSgTv0WbyUQKgnjk,Light It Up (feat. Nyla & Fuse ODG) - Remix,"Major Lazer, Nyla, Fuse ODG",Peace Is The Mission: Extended,1,10,166138,spotify:user:androike90,2016-09-12T14:56:46Z
spotify:track:3RiPr603aXAoi4GHyXx0uy,Hymn For The Weekend,Coldplay,A Head Full Of Dreams,1,3,258826,spotify:user:androike90,2016-09-12T14:56:46Z
spotify:track:7crplFzt7spG80NCbpmuCp,I Know What You Did Last Summer,"Shawn Mendes, Camila Cabello",Handwritten (Revisited),1,13,223826,spotify:user:androike90,2016-09-12T14:56:46Z
spotify:track:5OOkp4U9P9oL23maHFHL1h,Panda,Desiigner,New English,1,14,246761,spotify:user:androike90,2016-09-12T14:56:46Z
spotify:track:222dTwr5XeEgAzEtsrQA0R,Headlights,"Eminem, Nate Ruess",The Marshall Mathers LP2 (Deluxe),1,15,343032,spotify:user:androike90,2016-09-12T14:56:46Z
spotify:track:32a5eLrlrKiXrqb1D16CUY,No Flex Zone - Remix,"Rae Sremmurd, Nicki Minaj, Pusha T",No Flex Zone (Remix),1,1,319723,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:29gsi1zZrZxdStACmTQB0Z,Studio,"ScHoolboy Q, BJ The Chicago Kid",Oxymoron (Deluxe),1,6,278066,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:3DvXCbvkyzyfRYiWOJKWEr,Who Do You Love?,"YG, Drake",Who Do You Love?,1,1,233573,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:4y2bMYA83ZNN3pW47ZOgmr,Man Of The Year,ScHoolboy Q,Oxymoron,1,12,216026,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:1jROHCeEzDr6VnV8EnBnik,Stoner,Young Thug,Stoner,1,1,239999,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:4Z9IvDlREqlkgo7SzMX70q,"U.O.E.N.O. (feat. Future, Rick Ross)",Rocko,U.O.E.N.O. (feat. Future & Rick Ross) - Single,1,1,262857,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:4qikXelSRKvoCqFcHLB2H2,Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz",Mercy,1,1,332453,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:2Zb7wnGUnNPCas2E0wWSQ5,Ni**as In Paris,"JAY Z, Kanye West",Watch The Throne (Deluxe),1,3,219333,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:7hpGGPTNTgdmyjtudEmLfX,My Nigga,"YG, Jeezy, Rich Homie Quan",My Nigga,1,1,236093,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:6GgPsuz0HEO0nrO2T0QhDv,No Hands (feat. Roscoe Dash and Wale),"Waka Flocka Flame, Wale, Roscoe Dash",No Hands (feat. Roscoe Dash & Wale),1,1,263773,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:0z5ZPs57J2KERwM1tBM2GF,6 Foot 7 Foot,"Lil Wayne, Cory Gunz",Tha Carter IV (Deluxe),1,4,248586,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:2e9EZ2V5QGGZPMJacO3y0Y,Grove St. Party - feat. Kebo Gotti [Explicit Album Version],Waka Flocka Flame,Flockaveli (Explicit),1,9,250493,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:3LWfX9lACHUi373DxRA7eS,Pretty Boy Swag,Soulja Boy,The DeAndre Way (Deluxe),1,5,236093,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:7qje9qxLncMESiPeI27SAn,Say Something (Featuring Drake),"Timbaland, Drake",Shock Value II,1,5,240920,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:0wCC06ziWEkYOif44iFggw,O Let's Do It - feat. Cap [Explicit Album Version],Waka Flocka Flame,Flockaveli (Explicit),1,10,248533,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:3cSuhzV7wKX5diQ8hos78P,Steady Mobbin,"Young Money, Gucci Mane",We Are Young Money,1,11,310733,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:4Tzf1U3MWwHQosxyWTXJ1Y,No Type,Rae Sremmurd,No Type,1,1,199026,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:1hzJQIkgXwZevaKsc7iA6D,About the Money,"T.I., Young Thug",About the Money,1,1,270120,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:2JI71GHwq2LN8mtq3iCLYo,CoCo,O.T. Genasis,CoCo,1,1,239573,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:22BwaoGHQOTfFhHTndm7DQ,I Know,"Yo Gotti, Rich Homie Quan",I Am,1,3,259506,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:7yz6wjkAV0ZByLrlcrMkAx,Act Right,"Yo Gotti, Jeezy, YG",I Am,1,13,250773,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:3ndumr5hw721OmT5opZ5Zl,Errrbody,Yo Gotti,Errrbody,1,1,261133,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:7LWtfSW68VAkHp3hpcFDCY,24 Hours,"TeeFLii, 2 Chainz",24 Hours,1,1,215986,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:0zO8ctW0UiuOefR87OeJOZ,Collard Greens,"ScHoolboy Q, Kendrick Lamar",Oxymoron (Deluxe),1,3,299960,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:3KRsRqcimXCJ6uzVm6iPSx,Round Of Applause - feat. Drake,"Waka Flocka Flame, Drake",Round Of Applause (feat. Drake),1,1,266000,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:3F9oxHGHxFCWpVk9T2AxOS,Throw Sum Mo,"Rae Sremmurd, Nicki Minaj, Young Thug",Throw Sum Mo,1,1,260453,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:2vVc2G9w2JteBgxpSUVwX5,Let It Rock,"Kevin Rudolf, Lil Wayne",Let It Rock (Remixes),1,1,232520,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:4CweuuMMzi71pO0MSRgyaT,Kiss Kiss,"Chris Brown, T-Pain",Kiss Kiss,1,1,251160,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:4ycLiPVzE5KamivXrAzGFG,Fuck You,CeeLo Green,The Lady Killer,1,3,222933,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:5kGCh49aqeRMkEOhQ9mcrW,Party Like A Rock Star,Shop Boyz,Party Like A Rockstar,1,1,253000,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:3e21cX0CVwzkQXiHz7WUQZ,Drop The World,"Lil Wayne, Eminem",Rebirth,1,8,229226,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:5kxddRG1RZaZROadk7iC4D,Bartender,"T-Pain, Akon",Epiphany,1,7,238800,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:1kEp3Po9RUPm11N5ITOUWx,Pop Bottles - Main,"Birdman, Lil Wayne",5 * Stunna,1,13,205133,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:0aFObVR01JzPbBMjze4xPV,No Church In The Wild,"JAY Z, Kanye West, The-Dream, Frank Ocean",Watch The Throne (Deluxe),1,1,272506,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:0kIHfcHGFGm5xb0dSlKEdp,Hood Go Crazy,"Tech N9ne, 2 Chainz, B.o.B",Special Effects,1,11,225040,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:5DOR49R0fehoBmyNL8m4sN,Hell Of A Night,ScHoolboy Q,Oxymoron (Deluxe),1,10,272453,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:78JKJfKsqgeBDBF58gv1SF,Hands on the Wheel (feat. Asap Rocky),"ScHoolboy Q, A$AP Rocky",Habits & Contradictions,1,3,197131,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:4cHNfO5RQJXB0H1MZ1tBoz,My Nigga - Remix,"YG, Lil Wayne, Rich Homie Quan, Meek Mill, Nicki Minaj",My Nigga (Remix),1,1,239333,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:6HfOzLLjsaXsehIFEsrxTk,Trophies,"Young Money, Drake",Rise Of An Empire (Deluxe Edition),1,2,188320,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:1jk9c0gZI0wbn5GvAj7PBV,Check,Young Thug,Barter 6,1,4,230693,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:33JcUj9qQDayKswunZP9ar,Best Friend,Young Thug,Best Friend,1,1,213000,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:2MO3mSPBH8U9qalH72vqZ1,Old English,"Young Thug, A$AP Ferg, Freddie Gibbs",Old English,1,1,201960,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:0nmxH6IsSQVT1YEsCB9UMi,Ignition (Remix),R. Kelly,The R. In R&B Collection: Volume 1,1,5,187733,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:6ATrsVaZT7XjkCynxM8cTS,Turn My Swag On,Soulja Boy,iSouljaBoyTellem,1,3,206333,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:2gZUPNdnz5Y45eiGxpHGSc,POWER,Kanye West,My Beautiful Dark Twisted Fantasy,1,3,292093,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:7yNK27ZTpHew0c55VvIJgm,Dark Fantasy,Kanye West,My Beautiful Dark Twisted Fantasy,1,1,280786,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:2RUuKIHFHjk41E7YsJ9HNP,Up Like Trump,Rae Sremmurd,SremmLife,1,7,193173,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:7tsgm8M8uO6W1HmBAmHFGv,Amazing,"Kanye West, Jeezy",808s & Heartbreak,1,4,238333,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:4Tyv7nnNTHC6mR1pTubIrw,Drop It Like It's Hot,"Snoop Dogg, Pharrell Williams",Drop It Like It's Hot (International Version),1,1,269769,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:0r2Bul2NuCViraT2zX1l5j,Get Low,"Ying Yang Twins, Lil Jon & The East Side Boyz",Kings Of Crunk,1,17,334066,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:60TbmViml7n1jUZksLR7Mq,Slob on My Knob,Tear Da Club Up Thugs,CrazyNDaLazDayz,1,19,120960,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:5VSp0XbyCq5IzNcfPL5X0t,Knockout,"Lil Wayne, Nicki Minaj",Rebirth,1,11,249306,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:0eUzRaG60gimqQJ02oSUnH,Roman's Revenge,"Nicki Minaj, Eminem",Pink Friday,1,2,276173,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:5Y78yINSOCW6xbOfGWNBg4,Wait (The Whisper Song),Ying Yang Twins,United States Of Atlanta,1,10,179160,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:4a17WC0Cf5hSKFD6ts57mk,Molly Cyrus,Stitches,Molly Cyrus,1,1,164592,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:1vaUxfrERQIQfJ1wBTmeRE,I'm In Miami Bitch,LMFAO,Party Rock,1,2,227933,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:5XhM5Tym0THyceMZkzbSWV,White Iverson,Post Malone,White Iverson,1,1,254769,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:6btyEL6NwUa97Nex9cZFvo,Pump It,The Black Eyed Peas,Monkey Business,1,1,213066,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:3qK8x4GZcIkzTz9JEqvIF5,Let's Get It Started - Spike Mix,The Black Eyed Peas,Elephunk,1,14,217213,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:6qMXubogFdMrvVMJwqATzd,Jordan Belfort,"Wes Walker, Dyl",Jordan Belfort,1,1,207911,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:4okhECas0o1H2cEfSPQpJ0,Brick in Yo Face,Stitches,Brick in Yo Face,1,1,204788,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:6diFcq4UcYDlBeRVqOCWY1,Shut Up,The Black Eyed Peas,Elephunk,1,5,296186,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:1A35w9OSTTVXw3c6tj6AiV,Swagga Like Us - T.I. and Jay-Z feat. Kanye West and Lil' Wayne,T.I.,Paper Trail,1,13,327666,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:4eOJxoVUcN0kFX3ymAoREV,Cold,"Kanye West, DJ Khaled",Cold,1,1,219506,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:1fHNx9MymVjrxGUbq8eh46,All The Way Turnt Up,"Roscoe Dash, Soulja Boy",All The Way Turnt Up,1,1,295320,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:6IyiDbcGvLBI3ED7BrxtZJ,DOLCE & GABBANA,Riff Raff,DOLCE & GABBANA,1,1,202714,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:7tqXYKq8L6qcPLMP08FmMA,Lava Glaciers (feat. Childish Gambino),"Riff Raff, Childish Gambino",Neon Icon,1,6,232409,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:6jWOsMGwl2eX0D7yuEGAZv,Aquaberry Dolphin (feat. Mac Miller),"Riff Raff, Mac Miller",Neon Icon,1,9,134634,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:3XQY8kDjI8LARMIC9xkxQk,Hard In Da Paint - Explicit Album Version,Waka Flocka Flame,Flockaveli (Explicit),1,2,246386,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:5ORf8BZMbq4xN9kiumrPcQ,Round Of Applause - feat. Drake,"Waka Flocka Flame, Drake","Triple F Life: Friends, Fans & Family (Deluxe Version)",1,3,266000,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:19JdbdEwQI7bCxefMokZO8,My Humps,The Black Eyed Peas,Monkey Business,1,5,326960,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:1OBWQFd7hcTo18GWxS1bnZ,Awwsome,Shy Glizzy,Awwsome,1,1,196400,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:5yJzkdwbrQCwua2dIC3K6A,White Girl,Shy Glizzy,Young Jefe,1,16,236760,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:2oENJa1T33GJ0w8dC167G4,Fire Burning,Sean Kingston,Tomorrow,1,3,239986,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:6AdLyvisRKHLAwARaZMGr6,Take You There,Sean Kingston,Sean Kingston,1,3,236693,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:2MqGvys5HMS5loK1p4Augh,Down In the DM,Yo Gotti,Down In the DM,1,1,181960,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:0BMMaXrAfKYvOj82kbpdks,Ritz Carlton (Ran Off On the Plug Twice),Plies,Ain't No Mixtape Bih 2,1,1,153391,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:0xOFqoCyGiLFgGAXD73xtC,Slight Work - feat. Big Sean,"Wale, Big Sean",Ambition,1,10,219280,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:0PXp9QxBfSKGGpWUNaws2X,Drama (feat. Drake),"Roy Woods, Drake",Exis,1,5,251859,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:0kPgn96FXEO9Bnz9QN1Tc0,We In Da City,Young Dro,Da Reality Show,1,4,205812,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:6PeXpPSKtHIu3NFCdya3be,Rihanna,"Yo Gotti, Young Thug",Rihanna,1,1,234459,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:0X196cAoW63CLQEL21Prh0,THat Part,"ScHoolboy Q, Kanye West",THat Part,1,1,316320,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:5CYRfPViGWqsLoypm1bX4u,LA Confidential,Tory Lanez,LA Confidential,1,1,174093,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:3kS3AOajZlXtoToQ1Y4rPL,3 Times In A Row,TK N Cash,3 Times In A Row,1,1,194510,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:4GXl8l1MfZPf2GvpyRPJBf,pick up the phone,"Young Thug, Travis Scott",pick up the phone,1,1,252262,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:72qycEqCDiAYtzXd0nGbQg,By Chance,Rae Sremmurd,By Chance,1,1,223693,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:6Xi897JXNLSoIaoYZwgTLc,DÃ_melo,"Snakehips, Tory Lanez",All My Friends - EP,1,4,193866,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:2XhWx5K2hFm1lsKSWa71rg,Look Alive,Rae Sremmurd,Look Alive,1,1,228561,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:4AwJDh8ErDvjeiswR41DKM,Gangster Shit,Young Thug,Gangster Shit,1,1,160760,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:1ffT2FC35n20u3TWyoomXP,Why You Always Hatin?,"YG, Drake, Kamaiyah",Why You Always Hatin?,1,1,198346,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:0AjrdcjDF0nrsoTzOFdXUv,What They Want,Russ,What They Want,1,1,165929,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:2MjPYefrQPVzIkTbDat5YG,DOPE,"T.I., Marsha Ambrosius",DOPE,1,1,271000,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:0sHxp844QRmAnmTRObE2qM,Key to the Streets,"YFN Lucci, Migos, Trouble",Wish Me Well 2,1,13,281986,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:2uiEqPjMmIJXOKplzsEASP,"Lean Back (feat. Lil Jon, Eminem, Mase & Remy Martin) - Remix","Fat Joe, Eminem, Lil Jon, Mase, Remy Ma",All Or Nothing,1,14,289738,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:4cg1yakyRSIOjxKM2I7J1q,Digits,Young Thug,Slime Season 3,1,5,176386,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:7mhk9WyqZZzvTTCQKfh2iV,Law,"Yo Gotti, E-40",The Art of Hustle (Deluxe),1,4,257266,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:5MD2QLnFM2ChpKAh33z0zr,Hercules,Young Thug,I'm Up,1,6,280831,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:3tvirIJWdwDQmUyKt4jYpG,Ladies Hit Squad,"Skepta, D Double E, A$AP Nast",Konnichiwa,1,6,220372,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:4oG9UZ8uvn8t340MVj2AW5,Numbers,"Skepta, Pharrell Williams",Konnichiwa,1,7,200178,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:4DRDMf5vftalExCy0fHbHl,No Limit,"Usher, Young Thug",No Limit,1,1,228905,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:1b6rmL3VXBgYTbn61kM8wT,Drug Dealers Anonymous,"Pusha T, JAY Z",Drug Dealers Anonymous,1,1,253786,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:60e1nB8fP9h4Yw44sIfeQx,Thong Song,Sisqo,Unleash The Dragon,1,8,253733,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:5uDASfU19gDxSjW8cnCaBp,Chill Bill,"Rob $tone, J. Davi$, Spooks",Chill Bill,1,1,177184,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:503OTo2dSqe7qk76rgsbep,Still D.R.E.,"Dr. Dre, Snoop Dogg",2001,1,4,270586,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:2cYZpcIV39X48RnOFM7w2V,All Falls Down,"Kanye West, Syleena Johnson",The College Dropout (Explicit),1,4,223506,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:4LujRMTMwAfFKjm45tixHY,Straight Outta Compton,N.W.A.,Straight Outta Compton (2002 - Remaster),1,1,259226,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:7u6aTzXw1JtiK5sr7XctFs,Bring Em Out,T.I.,Urban Legend,1,13,216706,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:6QgkOxBXqVRjZ1JcIDbDYY,Booty Wurk (One Cheek At a Time),"T-Pain, Joey Galaxy",T-Pain Presents Happy Hour: The Greatest Hits,1,8,235306,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:76v0OHTbZGeOZYmaLtEDhQ,This Could Be Us,Rae Sremmurd,SremmLife,1,5,206306,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:6o3s08kk2fQI37vxGZDrJ1,Snap Yo Fingers,"Youngbloodz, Sean Paul, E-40, Lil Jon",Snap Yo Fingers - Single,1,1,274386,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:4PYICbxa2pc51H4yRnwg9L,New Bae,Vic Mensa,There's Alot Going On,1,4,261066,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:5sNBGuuhLjqNlEeB10YFfu,Rooster In My Rari,Waka Flocka Flame,"Triple F Life: Friends, Fans & Family (Deluxe Version)",1,5,169413,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:55OdqrG8WLmsYyY1jijD9b,Wyclef Jean,Young Thug,JEFFERY,1,1,236293,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:1yKLa9X63tBfvLojNOw9y8,Harambe,Young Thug,JEFFERY,1,7,190146,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:0tISnxqgVmxqhVghsTi2Rr,With Them,Young Thug,Slime Season 3,1,1,197746,spotify:user:androike90,2016-09-12T14:56:52Z
spotify:track:6KHXp9QKpRuBQPLDOiZlsV,Sexbomb,"Tom Jones, Mousse T.",Reload,1,7,211893,spotify:user:androike90,2016-09-12T14:57:14Z
